,feed_pub_date,item_title,item_description,item_link
1,20/01/2021 12:47,Covid-19 : le vaccin BioNTech/Pfizer serait aussi efficace contre le variant anglais - Sud Ouest,Covid-19 : le vaccin BioNTech/Pfizer serait aussi efficace contre le variant anglais&nbsp;&nbsp;Sud OuestCovid : le vaccin de Pfizer et BioNTech semble efficace contre le variant britannique&nbsp;&nbsp;Les ÉchosPourquoi Pfizer et BioNTech ont différé leurs livraisons de vaccin en Europe&nbsp;&nbsp;L'Usine NouvelleCovid-19 : Une étude in vitro de Pfizer/BioNTech montre une efficacité du vaccin contre le variant anglais&nbsp;&nbsp;Industrie pharmaCovid-19. Vaccin : le défi de la sixième dose du flacon Pfizer/BioNTech&nbsp;&nbsp;Ouest-FranceVoir la couverture complète sur Google Actualités,https://www.sudouest.fr/2021/01/20/covid-19-le-vaccin-biontech-pfizer-serait-aussi-efficace-contre-le-variant-anglais-8308881-10861.php
2,20/01/2021 12:47,Les données volées du vaccin Pfizer-BioNTech ont été publiées sur Internet - L'Usine Digitale,Les données volées du vaccin Pfizer-BioNTech ont été publiées sur Internet&nbsp;&nbsp;L'Usine Digitale,https://www.usine-digitale.fr/article/les-donnees-volees-du-vaccin-pfizer-biontech-ont-ete-publiees-sur-internet.N1048714
3,20/01/2021 12:47,Les pays européens exaspérés par les retards de livraison des vaccins Pfizer-BioNTech - Le Monde,Les pays européens exaspérés par les retards de livraison des vaccins Pfizer-BioNTech&nbsp;&nbsp;Le Monde,https://www.lemonde.fr/planete/article/2021/01/15/les-pays-europeens-exasperes-par-les-retards-de-livraison-des-vaccins-pfizer-biontech_6066442_3244.html
4,20/01/2021 12:47,Pfizer-BioNTech: la Norvège dément le lien avec le décès de 13 personnes âgées - La Voix du Nord,Pfizer-BioNTech: la Norvège dément le lien avec le décès de 13 personnes âgées&nbsp;&nbsp;La Voix du Nord,https://www.lavoixdunord.fr/921869/article/2021-01-18/pfizer-biontech-les-deces-de-13-patients-amenent-la-norvege-revoir-ses
5,20/01/2021 12:47,Covid-19 : le vaccin BioNTech/Pfizer neutralise une mutation des variants britannique et sud-africain - FRANCE 24,Covid-19 : le vaccin BioNTech/Pfizer neutralise une mutation des variants britannique et sud-africain&nbsp;&nbsp;FRANCE 24,https://www.france24.com/fr/europe/20210108-covid-19-le-vaccin-biontech-pfizer-neutralise-une-mutation-des-variants-britannique-et-sud-africain
6,20/01/2021 12:47,Comment Pfizer-BioNTech a gagné la course au vaccin anti-Covid-19 - Futura,Comment Pfizer-BioNTech a gagné la course au vaccin anti-Covid-19&nbsp;&nbsp;Futura,https://www.futura-sciences.com/sante/actualites/coronavirus-pfizer-biontech-gagne-course-vaccin-anti-covid-19-85058/
7,20/01/2021 12:47,Covid : un potentiel de 45 millions de Français vaccinés en juin - Les Échos,Covid : un potentiel de 45 millions de Français vaccinés en juin&nbsp;&nbsp;Les Échos,https://www.lesechos.fr/economie-france/social/covid-un-potentiel-de-45-millions-de-francais-vaccines-en-juin-1283135
8,20/01/2021 12:47,Covid-19. Le retard de livraison du vaccin Pfizer-BioNTech « rattrapé à la fin du trimestre » - Ouest-France,Covid-19. Le retard de livraison du vaccin Pfizer-BioNTech « rattrapé à la fin du trimestre »&nbsp;&nbsp;Ouest-France,https://www.ouest-france.fr/sante/vaccin/covid-19-le-retard-de-livraison-du-vaccin-pfizer-biontech-rattrape-a-la-fin-du-trimestre-7121718
9,20/01/2021 12:47,Covid-19 : le vaccin de Pfizer-BioNTech sous surveillance - Franceinfo,Covid-19 : le vaccin de Pfizer-BioNTech sous surveillance&nbsp;&nbsp;Franceinfo,https://www.francetvinfo.fr/sante/maladie/coronavirus/covid-19-le-vaccin-de-pfizer-biontech-sous-surveillance_4237265.html
10,20/01/2021 12:47,BioNTech prévoit des ruptures d'approvisionnement de son vaccin développé avec Pfizer - BFMTV,BioNTech prévoit des ruptures d'approvisionnement de son vaccin développé avec Pfizer&nbsp;&nbsp;BFMTV,https://www.bfmtv.com/economie/bio-ntech-prevoit-des-ruptures-d-approvisionnement-de-son-vaccin-developpe-avec-pfizer_AN-202101010069.html
11,20/01/2021 12:47,Nancy | Vaccin Pfizer-BioNTech : trois décès en question à Nancy - Est Républicain,Nancy | Vaccin Pfizer-BioNTech : trois décès en question à Nancy&nbsp;&nbsp;Est Républicain,https://www.estrepublicain.fr/sante/2021/01/20/vaccin-pfizer-biontech-trois-deces-en-question-a-nancy
