,feed_pub_date,item_title,item_description,item_link
1,20/01/2021 22:01,COVID-19: il vaccino Pfizer-BioNTech previene anche la variante in - PharmaStar,"COVID-19: il vaccino Pfizer-BioNTech previene anche la variante in&nbsp;&nbsp;PharmaStarIl vaccino di Pfizer-BioNTech sembra efficace contro la cosiddetta “variante inglese” del coronavirus&nbsp;&nbsp;Il PostVaccino Biontech-Pfizer, in Germania primo stop di 10 giorni nel Nordreno-Westfalia&nbsp;&nbsp;Il MessaggeroVaccino Pfizer-BioNTech: ancora ritardi per l'Italia. Oggi riunione con le Regioni&nbsp;&nbsp;Quotidiano SanitàVaccino Covid-19: in Puglia in arrivo dalla Pfizer-Biontech 25mila dosi&nbsp;&nbsp;SanteramoLive.itVisualizza la copertura completa su Google News",https://www.pharmastar.it/news/covid19/covid-19-il-vaccino-pfizer-biontech-previene-anche-la-variante-inglese-studio-in-vitro-34393
2,20/01/2021 22:01,"Pfizer-Biontech, stop alle consegne di vaccino nell'Ue per tutta la settimana - Milano Finanza","Pfizer-Biontech, stop alle consegne di vaccino nell'Ue per tutta la settimana&nbsp;&nbsp;Milano Finanza",https://www.milanofinanza.it/news/pfizer-biontech-stop-alle-consegne-di-vaccino-nell-ue-per-tutta-la-settimana-202101181224347011
3,20/01/2021 22:01,Pfizer e BioNTech annunciano accordi con altre aziende per aumentare la produzione del loro vaccino e promettono che le consegne delle dosi previste riprenderanno dal 25 gennaio - Quotidiano Sanità,Pfizer e BioNTech annunciano accordi con altre aziende per aumentare la produzione del loro vaccino e promettono che le consegne delle dosi previste riprenderanno dal 25 gennaio&nbsp;&nbsp;Quotidiano Sanità,https://www.quotidianosanita.it/scienza-e-farmaci/articolo.php?articolo_id=91608
4,20/01/2021 22:01,"I dubbi di Peter Doshi (Bmj) sui vaccini Pfizer-BioNTech e Moderna. Cavaleri (Ema): “Loro efficacia sicura e confermata, ecco perché” - Quotidiano Sanità","I dubbi di Peter Doshi (Bmj) sui vaccini Pfizer-BioNTech e Moderna. Cavaleri (Ema): “Loro efficacia sicura e confermata, ecco perché”&nbsp;&nbsp;Quotidiano Sanità",http://www.quotidianosanita.it/scienza-e-farmaci/articolo.php?articolo_id=91652
5,20/01/2021 22:01,"Vaccino anti Covid Pfizer/BionTech: meccanismo d'azione, posologia e somministrazione - Nurse24","Vaccino anti Covid Pfizer/BionTech: meccanismo d'azione, posologia e somministrazione&nbsp;&nbsp;Nurse24",https://www.nurse24.it/dossier/covid19/caratteristiche-vaccino-pfizer-biontech.html
6,20/01/2021 22:01,"Che differenze ci sono tra i vaccini anti-Covid di BioNTech-Pfizer e Moderna, disponibili in Italia - StartupItalia","Che differenze ci sono tra i vaccini anti-Covid di BioNTech-Pfizer e Moderna, disponibili in Italia&nbsp;&nbsp;StartupItalia",https://startupitalia.eu/144432-20210113-ecco-le-differenze-tra-i-vaccini-anti-covid-di-biontech-pfizer-e-moderna-disponibili-in-italia
7,20/01/2021 22:01,Come funziona il vaccino di Pfizer-BioNTech - Il Post,Come funziona il vaccino di Pfizer-BioNTech&nbsp;&nbsp;Il Post,https://www.ilpost.it/2021/01/02/vaccino-coronavirus-pfizer-biontech-come-funziona/
8,20/01/2021 22:01,"Vaccini, Sanofi al lavoro per produrre quello di Pfizer-Biontech. Impennata di casi in Cina - Milano Finanza","Vaccini, Sanofi al lavoro per produrre quello di Pfizer-Biontech. Impennata di casi in Cina&nbsp;&nbsp;Milano Finanza",https://www.milanofinanza.it/news/vaccini-sanofi-al-lavoro-per-produrre-quello-di-pfizer-biontech-impennata-di-casi-in-cina-202101151516489282
9,20/01/2021 22:01,Ema autorizza uso ampolla Pfizer Biontech per 6 dosi - Salute & Benessere - Agenzia ANSA,Ema autorizza uso ampolla Pfizer Biontech per 6 dosi - Salute & Benessere&nbsp;&nbsp;Agenzia ANSA,https://www.ansa.it/canale_saluteebenessere/notizie/sanita/2021/01/08/ema-autorizza-uso-ampolla-pfizer-biontech-per-6-dosi-_7f731385-af1b-4170-b834-341fca4aa69f.html
10,20/01/2021 22:01,Pfizer-BioNTech e Moderna: inizia l'era dei vaccini a mRNA - Fondazione Umberto Veronesi,Pfizer-BioNTech e Moderna: inizia l'era dei vaccini a mRNA&nbsp;&nbsp;Fondazione Umberto Veronesi,https://www.fondazioneveronesi.it/magazine/articoli/da-non-perdere/pfizer-biontech-e-moderna-inizia-lera-dei-vaccini-a-mrna
11,20/01/2021 22:01,"Vaccini, parla il capo di BioNTech: ""Da soli non ce la facciamo a coprire il fabbisogno"" - Rai News","Vaccini, parla il capo di BioNTech: ""Da soli non ce la facciamo a coprire il fabbisogno""&nbsp;&nbsp;Rai News",http://www.rainews.it/dl/rainews/articoli/capo-azienda-biontech-intervista-spiegel-possibile-mancanza-vaccini-se-nonapprovati-altri-4cec339c-a096-4441-977d-eacca3deb181.html
