"","feed_pub_date","item_title","item_description","item_link"
"1",2021-01-20 11:18:00,"<U+0395>µß<U+03CC><U+03BB><U+03B9><U+03BF> Pfizer/BioNTech: <U+0391>p<U+03BF>te<U+03BB>esµat<U+03B9><U+03BA><U+03CC> st<U+03B7> µet<U+03AC><U+03BB><U+03BB>a<U+03BE><U+03B7> t<U+03BF><U+03C5> <U+03BA><U+03BF><U+03C1><U+03BF><U+03BD><U+03BF><U+03CA><U+03BF><U+03CD> - <U+03A5><U+03B3>e<U+03AF>a | News 24/7 - News247.gr","<U+0395>µß<U+03CC><U+03BB><U+03B9><U+03BF> Pfizer/BioNTech: <U+0391>p<U+03BF>te<U+03BB>esµat<U+03B9><U+03BA><U+03CC> st<U+03B7> µet<U+03AC><U+03BB><U+03BB>a<U+03BE><U+03B7> t<U+03BF><U+03C5> <U+03BA><U+03BF><U+03C1><U+03BF><U+03BD><U+03BF><U+03CA><U+03BF><U+03CD> - <U+03A5><U+03B3>e<U+03AF>a | News 24/7&nbsp;&nbsp;News247.gr<U+039A><U+03BF><U+03C1><U+03C9><U+03BD><U+03BF><U+03CA><U+03CC><U+03C2>: <U+03A4><U+03BF> eµß<U+03CC><U+03BB><U+03B9><U+03BF> t<U+03C9><U+03BD> Pfizer/BioNTech fa<U+03AF><U+03BD>eta<U+03B9> ap<U+03BF>te<U+03BB>esµat<U+03B9><U+03BA><U+03CC> <U+03BA>at<U+03AC> t<U+03B7><U+03C2> µet<U+03AC><U+03BB><U+03BB>a<U+03BE><U+03B7><U+03C2>&nbsp;&nbsp;Skai.grB<U+03C1>eta<U+03BD><U+03AF>a: <U+03A4><U+03BF> eµß<U+03CC><U+03BB><U+03B9><U+03BF> t<U+03C9><U+03BD> Pfizer/BioNTech fa<U+03AF><U+03BD>eta<U+03B9> ap<U+03BF>te<U+03BB>esµat<U+03B9><U+03BA><U+03CC> <U+03BA>at<U+03AC> t<U+03BF><U+03C5> pa<U+03C1>a<U+03BB><U+03BB>a<U+03B3>µ<U+03AD><U+03BD><U+03BF><U+03C5> ste<U+03BB><U+03AD><U+03C7><U+03BF><U+03C5><U+03C2> t<U+03BF><U+03C5> <U+03BA><U+03BF><U+03C1><U+03BF><U+03BD><U+03BF><U+03CA><U+03BF><U+03CD>&nbsp;&nbsp;Capital.gr<U+039D><U+03AD>a <U+03AD><U+03C1>e<U+03C5><U+03BD>a eµß<U+03CC><U+03BB><U+03B9><U+03BF> t<U+03C9><U+03BD> Pfizer <U+03BA>a<U+03B9> BioNTech: «<U+03A0><U+03BF><U+03BB>eµ<U+03AC>e<U+03B9>» <U+03BA>a<U+03B9> t<U+03BF> µeta<U+03BB><U+03BB>a<U+03B3>µ<U+03AD><U+03BD><U+03BF> st<U+03AD><U+03BB>e<U+03C7><U+03BF><U+03C2>&nbsp;&nbsp;Newsit<U+03A0><U+03C1><U+03BF>ß<U+03BF><U+03BB><U+03AE> p<U+03BB><U+03AE><U+03C1><U+03BF><U+03C5><U+03C2> <U+03BA><U+03AC><U+03BB><U+03C5><U+03C8><U+03B7><U+03C2> st<U+03B7><U+03BD> efa<U+03C1>µ<U+03BF><U+03B3><U+03AE> <U+0395><U+03B9>d<U+03AE>se<U+03B9><U+03C2> Google","https://www.news247.gr/ygeia/emvolio-pfizer-biontech-apotelesmatiko-sti-metallaxi-toy-koronoioy.9116845.html"
"2",2021-01-20 11:18:00,"<U+0391><U+03C5>st<U+03C1><U+03AF>a: <U+03A0>a<U+03C1><U+03AE><U+03B3><U+03B3>e<U+03B9><U+03BB>e 3,8 e<U+03BA>at. ep<U+03B9>p<U+03BB><U+03AD><U+03BF><U+03BD> d<U+03CC>se<U+03B9><U+03C2> eµß<U+03BF><U+03BB><U+03AF><U+03C9><U+03BD> t<U+03B7><U+03C2> Pfizer/Biontech - naftemporiki.gr","<U+0391><U+03C5>st<U+03C1><U+03AF>a: <U+03A0>a<U+03C1><U+03AE><U+03B3><U+03B3>e<U+03B9><U+03BB>e 3,8 e<U+03BA>at. ep<U+03B9>p<U+03BB><U+03AD><U+03BF><U+03BD> d<U+03CC>se<U+03B9><U+03C2> eµß<U+03BF><U+03BB><U+03AF><U+03C9><U+03BD> t<U+03B7><U+03C2> Pfizer/Biontech&nbsp;&nbsp;naftemporiki.gr","https://m.naftemporiki.gr/story/1683316/austria-pariggeile-38-ekat-epipleon-doseis-embolion-tis-pfizerbiontech"
"3",2021-01-20 11:18:00,"<U+0395><U+03C5><U+03C1><U+03C9>pa<U+03CA><U+03BA><U+03CC><U+03C2> <U+039F><U+03C1><U+03B3>a<U+03BD><U+03B9>sµ<U+03CC><U+03C2> Fa<U+03C1>µ<U+03AC><U+03BA><U+03C9><U+03BD>: St<U+03B7> d<U+03B7>µ<U+03BF>s<U+03B9><U+03CC>t<U+03B7>ta <U+03B7> a<U+03BE><U+03B9><U+03BF><U+03BB><U+03CC><U+03B3><U+03B7>s<U+03B7> t<U+03BF><U+03C5> eµß<U+03BF><U+03BB><U+03AF><U+03BF><U+03C5> Pfizer-Biontech | <U+0397> <U+039A><U+0391>T<U+0397><U+039C><U+0395><U+03A1><U+0399><U+039D><U+0397> - <U+0397> <U+039A>a<U+03B8><U+03B7>µe<U+03C1><U+03B9><U+03BD><U+03AE>","<U+0395><U+03C5><U+03C1><U+03C9>pa<U+03CA><U+03BA><U+03CC><U+03C2> <U+039F><U+03C1><U+03B3>a<U+03BD><U+03B9>sµ<U+03CC><U+03C2> Fa<U+03C1>µ<U+03AC><U+03BA><U+03C9><U+03BD>: St<U+03B7> d<U+03B7>µ<U+03BF>s<U+03B9><U+03CC>t<U+03B7>ta <U+03B7> a<U+03BE><U+03B9><U+03BF><U+03BB><U+03CC><U+03B3><U+03B7>s<U+03B7> t<U+03BF><U+03C5> eµß<U+03BF><U+03BB><U+03AF><U+03BF><U+03C5> Pfizer-Biontech | <U+0397> <U+039A><U+0391>T<U+0397><U+039C><U+0395><U+03A1><U+0399><U+039D><U+0397>&nbsp;&nbsp;<U+0397> <U+039A>a<U+03B8><U+03B7>µe<U+03C1><U+03B9><U+03BD><U+03AE>","https://www.kathimerini.gr/world/561207181/eyropaikos-organismos-farmakon-sti-dimosiotita-i-axiologisi-toy-emvolioy-pfizer-biontech/"
"4",2021-01-20 11:18:00,"<U+0391><U+03BA><U+03CC>µ<U+03B7> 3,8 e<U+03BA>at<U+03BF>µµ<U+03CD><U+03C1><U+03B9>a d<U+03CC>se<U+03B9><U+03C2> t<U+03BF><U+03C5> eµß<U+03BF><U+03BB><U+03AF><U+03BF><U+03C5> t<U+03C9><U+03BD> Pfizer / BioNtech pa<U+03C1><U+03AE><U+03B3><U+03B3>e<U+03B9><U+03BB>e <U+03B7> <U+0391><U+03C5>st<U+03C1><U+03AF>a - Newsbeast.gr","<U+0391><U+03BA><U+03CC>µ<U+03B7> 3,8 e<U+03BA>at<U+03BF>µµ<U+03CD><U+03C1><U+03B9>a d<U+03CC>se<U+03B9><U+03C2> t<U+03BF><U+03C5> eµß<U+03BF><U+03BB><U+03AF><U+03BF><U+03C5> t<U+03C9><U+03BD> Pfizer / BioNtech pa<U+03C1><U+03AE><U+03B3><U+03B3>e<U+03B9><U+03BB>e <U+03B7> <U+0391><U+03C5>st<U+03C1><U+03AF>a&nbsp;&nbsp;Newsbeast.gr","https://www.newsbeast.gr/health/arthro/7022060/akomi-38-ekatommyria-doseis-tou-emvoliou-ton-pfizer-biontech-paringeile-i-afstria"
"5",2021-01-20 11:18:00,"«<U+0392><U+03CC>µßa» ap<U+03CC> Pfizer/ BioNTech: <U+03A0><U+03B9><U+03B8>a<U+03BD><U+03AD><U+03C2> <U+03BA>a<U+03B8><U+03C5>ste<U+03C1><U+03AE>se<U+03B9><U+03C2> st<U+03B9><U+03C2> pa<U+03C1>ad<U+03CC>se<U+03B9><U+03C2> eµß<U+03BF><U+03BB><U+03AF><U+03C9><U+03BD> st<U+03B7><U+03BD> <U+0395><U+0395> - <U+03A4>a <U+039D><U+03AD>a <U+039F>nline","«<U+0392><U+03CC>µßa» ap<U+03CC> Pfizer/ BioNTech: <U+03A0><U+03B9><U+03B8>a<U+03BD><U+03AD><U+03C2> <U+03BA>a<U+03B8><U+03C5>ste<U+03C1><U+03AE>se<U+03B9><U+03C2> st<U+03B9><U+03C2> pa<U+03C1>ad<U+03CC>se<U+03B9><U+03C2> eµß<U+03BF><U+03BB><U+03AF><U+03C9><U+03BD> st<U+03B7><U+03BD> <U+0395><U+0395>&nbsp;&nbsp;<U+03A4>a <U+039D><U+03AD>a <U+039F>nline","https://www.tanea.gr/2021/01/01/world/vomva-apo-pfizer-biontech-pithanes-kathysteriseis-stis-paradoseis-emvolion-stin-ee/"
"6",2021-01-20 11:18:00,"<U+039A><U+03BF>µ<U+03B9>s<U+03B9><U+03CC><U+03BD>: <U+0395><U+03BE>asf<U+03AC><U+03BB><U+03B9>se ep<U+03B9>p<U+03BB><U+03AD><U+03BF><U+03BD> 300 e<U+03BA>at. d<U+03CC>se<U+03B9><U+03C2> ap<U+03CC> t<U+03B7><U+03BD> Pfizer/BioNTech - Capital.gr","<U+039A><U+03BF>µ<U+03B9>s<U+03B9><U+03CC><U+03BD>: <U+0395><U+03BE>asf<U+03AC><U+03BB><U+03B9>se ep<U+03B9>p<U+03BB><U+03AD><U+03BF><U+03BD> 300 e<U+03BA>at. d<U+03CC>se<U+03B9><U+03C2> ap<U+03CC> t<U+03B7><U+03BD> Pfizer/BioNTech&nbsp;&nbsp;Capital.gr","https://www.capital.gr/diethni/3507349/komision-exasfalise-epipleon-300-ekat-doseis-apo-tin-pfizer-biontech"
"7",2021-01-20 11:18:00,"<U+0388>ftasa<U+03BD> st<U+03B7><U+03BD> <U+0395><U+03BB><U+03BB><U+03AC>da ta p<U+03C1><U+03CE>ta eµß<U+03CC><U+03BB><U+03B9>a Pfizer/BioNTech - <U+03A0><U+03AD><U+03C1>asa<U+03BD> µ<U+03AD>s<U+03C9> <U+03A0><U+03C1><U+03BF>µa<U+03C7><U+03CE><U+03BD>a (video) - Capital.gr","<U+0388>ftasa<U+03BD> st<U+03B7><U+03BD> <U+0395><U+03BB><U+03BB><U+03AC>da ta p<U+03C1><U+03CE>ta eµß<U+03CC><U+03BB><U+03B9>a Pfizer/BioNTech - <U+03A0><U+03AD><U+03C1>asa<U+03BD> µ<U+03AD>s<U+03C9> <U+03A0><U+03C1><U+03BF>µa<U+03C7><U+03CE><U+03BD>a (video)&nbsp;&nbsp;Capital.gr","https://www.capital.gr/epikairotita/3505020/eftasan-stin-ellada-ta-prota-embolia-pfizer-biontech-perasan-meso-promaxona-video"
"8",2021-01-20 11:18:00,"<U+039F><U+03B9> p<U+03C1><U+03CE>te<U+03C2> pa<U+03C1>t<U+03AF>de<U+03C2> t<U+03BF><U+03C5> eµß<U+03BF><U+03BB><U+03AF><U+03BF><U+03C5> t<U+03C9><U+03BD> Pfizer/BioNTech f<U+03B8><U+03AC><U+03BD><U+03BF><U+03C5><U+03BD> se e<U+03C5><U+03C1><U+03C9>pa<U+03CA><U+03BA><U+03AD><U+03C2> <U+03C7><U+03CE><U+03C1>e<U+03C2> - Capital.gr","<U+039F><U+03B9> p<U+03C1><U+03CE>te<U+03C2> pa<U+03C1>t<U+03AF>de<U+03C2> t<U+03BF><U+03C5> eµß<U+03BF><U+03BB><U+03AF><U+03BF><U+03C5> t<U+03C9><U+03BD> Pfizer/BioNTech f<U+03B8><U+03AC><U+03BD><U+03BF><U+03C5><U+03BD> se e<U+03C5><U+03C1><U+03C9>pa<U+03CA><U+03BA><U+03AD><U+03C2> <U+03C7><U+03CE><U+03C1>e<U+03C2>&nbsp;&nbsp;Capital.gr","https://www.capital.gr/diethni/3505072/oi-protes-partides-tou-emboliou-ton-pfizer-biontech-fthanoun-se-europaikes-xores"
"9",2021-01-20 11:18:00,"<U+0395>µß<U+03CC><U+03BB><U+03B9><U+03BF> Pfizer – BioNTech: «<U+03A0><U+03C1><U+03AC>s<U+03B9><U+03BD><U+03BF> f<U+03C9><U+03C2>» t<U+03BF><U+03C5> <U+0395><U+039C><U+0391> <U+03B3><U+03B9>a <U+03AD><U+03BE><U+03B9> d<U+03CC>se<U+03B9><U+03C2> a<U+03BD><U+03AC> f<U+03B9>a<U+03BB><U+03AF>d<U+03B9><U+03BF> | <U+0397> <U+039A><U+0391>T<U+0397><U+039C><U+0395><U+03A1><U+0399><U+039D><U+0397> - <U+0397> <U+039A>a<U+03B8><U+03B7>µe<U+03C1><U+03B9><U+03BD><U+03AE>","<U+0395>µß<U+03CC><U+03BB><U+03B9><U+03BF> Pfizer – BioNTech: «<U+03A0><U+03C1><U+03AC>s<U+03B9><U+03BD><U+03BF> f<U+03C9><U+03C2>» t<U+03BF><U+03C5> <U+0395><U+039C><U+0391> <U+03B3><U+03B9>a <U+03AD><U+03BE><U+03B9> d<U+03CC>se<U+03B9><U+03C2> a<U+03BD><U+03AC> f<U+03B9>a<U+03BB><U+03AF>d<U+03B9><U+03BF> | <U+0397> <U+039A><U+0391>T<U+0397><U+039C><U+0395><U+03A1><U+0399><U+039D><U+0397>&nbsp;&nbsp;<U+0397> <U+039A>a<U+03B8><U+03B7>µe<U+03C1><U+03B9><U+03BD><U+03AE>","https://www.kathimerini.gr/world/561219913/emvolio-pfizer-biontech-prasino-fos-toy-ema-gia-exi-doseis-ana-fialidio/"
"10",2021-01-20 11:18:00,"<U+0395>µß<U+03CC><U+03BB><U+03B9><U+03BF> Pfizer/BioNTech <U+03BA>a<U+03B9> µet<U+03AC><U+03BB><U+03BB>a<U+03BE><U+03B7> se pa<U+03C1>a<U+03BB><U+03BB>a<U+03B3><U+03AD><U+03C2> <U+03BA><U+03BF><U+03C1><U+03C9><U+03BD><U+03BF><U+03CA><U+03BF><U+03CD>: <U+03A4><U+03B9> de<U+03AF><U+03C7><U+03BD><U+03BF><U+03C5><U+03BD> e<U+03C5><U+03C1><U+03AE>µata e<U+03B9>d<U+03B9><U+03BA><U+03CE><U+03BD> - Skai.gr","<U+0395>µß<U+03CC><U+03BB><U+03B9><U+03BF> Pfizer/BioNTech <U+03BA>a<U+03B9> µet<U+03AC><U+03BB><U+03BB>a<U+03BE><U+03B7> se pa<U+03C1>a<U+03BB><U+03BB>a<U+03B3><U+03AD><U+03C2> <U+03BA><U+03BF><U+03C1><U+03C9><U+03BD><U+03BF><U+03CA><U+03BF><U+03CD>: <U+03A4><U+03B9> de<U+03AF><U+03C7><U+03BD><U+03BF><U+03C5><U+03BD> e<U+03C5><U+03C1><U+03AE>µata e<U+03B9>d<U+03B9><U+03BA><U+03CE><U+03BD>&nbsp;&nbsp;Skai.gr","https://www.skai.gr/news/ygeia/emvolio-pfizerbiontech-kai-metallaksi-se-parallages-koronoiou-ti-deixnoun-eyrimata-eidik"
"11",2021-01-20 11:18:00,"<U+0395>µß<U+03CC><U+03BB><U+03B9><U+03BF> Pfizer-BioNTech : <U+03A4><U+03B9> <U+03B9>s<U+03C7><U+03CD>e<U+03B9> µe t<U+03B9><U+03C2> a<U+03BB><U+03BB>e<U+03C1><U+03B3><U+03B9><U+03BA><U+03AD><U+03C2> a<U+03BD>t<U+03B9>d<U+03C1><U+03AC>se<U+03B9><U+03C2> – <U+0394><U+03B9>e<U+03C5><U+03BA><U+03C1><U+03B9><U+03BD><U+03AF>se<U+03B9><U+03C2> <U+039C><U+03CC>s<U+03B9>a<U+03BB><U+03BF><U+03C5> - <U+03A4><U+03BF> <U+0392><U+03AE>µa Online","<U+0395>µß<U+03CC><U+03BB><U+03B9><U+03BF> Pfizer-BioNTech : <U+03A4><U+03B9> <U+03B9>s<U+03C7><U+03CD>e<U+03B9> µe t<U+03B9><U+03C2> a<U+03BB><U+03BB>e<U+03C1><U+03B3><U+03B9><U+03BA><U+03AD><U+03C2> a<U+03BD>t<U+03B9>d<U+03C1><U+03AC>se<U+03B9><U+03C2> – <U+0394><U+03B9>e<U+03C5><U+03BA><U+03C1><U+03B9><U+03BD><U+03AF>se<U+03B9><U+03C2> <U+039C><U+03CC>s<U+03B9>a<U+03BB><U+03BF><U+03C5>&nbsp;&nbsp;<U+03A4><U+03BF> <U+0392><U+03AE>µa Online","https://www.tovima.gr/2021/01/14/science/emvolio-pfizer-biontech-ti-isxyei-me-tis-allergikes-antidraseis-dieykriniseis-mosialou/"
